name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"High Point, NC",2023-03-06,69.8,41.3,56,69.8,39.8,55.7,38.6,53.6,0,0,0,,0,0,19.7,11.3,227.4,1019.1,39.4,9.9,221.8,19.3,8,10,2023-03-06T06:43:39,2023-03-06T18:19:30,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-07,72.6,45.3,60.9,72.6,40.9,60.2,35.9,45.3,0,0,0,,0,0,33.9,21.9,313.9,1014.1,13.7,9.9,247.4,21.2,9,10,2023-03-07T06:42:17,2023-03-07T18:20:24,0.5,Clear,Clear conditions throughout the day.,clear-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-08,61.4,37.5,48.8,61.4,32.9,46.8,15.4,26.9,0,0,0,,0,0,20.8,9.4,357.7,1023.5,32.6,9.9,244.5,21.1,9,10,2023-03-08T06:40:54,2023-03-08T18:21:17,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-09,61.3,40.5,50.1,61.3,38.3,49.8,26.6,40.9,0,0,0,,0,0,13.9,6.9,205.9,1022.5,59.3,9.9,226.5,19.6,8,10,2023-03-09T06:39:30,2023-03-09T18:22:11,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,D2048,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-10,54.9,45,49.9,54.9,39.6,48.4,41.7,75.8,0.16,100,29.17,rain,0,0,29.9,13.4,228.4,1012.1,79.4,7.6,43.6,3.6,3,10,2023-03-10T06:38:07,2023-03-10T18:23:04,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,0583W,KGSO"
"High Point, NC",2023-03-11,53.3,38.3,44.7,53.3,31.2,40.8,25.9,48.6,0,0,0,,0,0,25.3,11.4,340.9,1012.7,58.8,9.9,235.9,20.3,10,10,2023-03-11T06:36:43,2023-03-11T18:23:57,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-12,37.4,33.3,35.7,36.3,28,30.9,31.2,84.5,0.287,100,70.83,"rain,snow",0.1,0.1,12.8,8.3,60.4,1014.3,93.8,5.4,22.1,1.7,1,10,2023-03-12T07:35:18,2023-03-12T19:24:50,0.68,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-13,52.7,35.4,42.4,52.7,29.9,39.3,32.7,72.2,0,0,0,,0,0,24.2,14.2,333.6,1012,80.5,7.6,191.2,16.5,10,10,2023-03-13T07:33:53,2023-03-13T19:25:42,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-14,45.7,28.9,37.1,38.8,21.9,29.6,17.1,44.9,0,0,0,,0,0,33.6,20.9,311.5,1018,25.7,9.9,266.8,23,10,10,2023-03-14T07:32:28,2023-03-14T19:26:34,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-15,55.1,27.8,40.3,55.1,20.3,35.8,14.2,37.9,0,0,0,,0,0,26.4,13.4,321,1022.3,6.5,9.9,269.9,23.3,9,10,2023-03-15T07:31:02,2023-03-15T19:27:26,0.79,Clear,Clear conditions throughout the day.,clear-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-16,65.1,30,48.3,65.1,27,47.8,21.2,37.8,0,0,0,,0,0,21.3,13.3,218.7,1020.7,38.2,9.9,255.3,22.1,9,10,2023-03-16T07:29:37,2023-03-16T19:28:18,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-17,59.2,50.4,54.9,59.2,50.4,54.9,44,70.2,0.327,100,50,rain,0,0,32.2,19.3,213,1010,84.8,8.2,49.9,4.4,3,10,2023-03-17T07:28:11,2023-03-17T19:29:10,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-18,55.7,42,48.8,55.7,36.8,46.1,28.9,51.3,0.198,100,16.67,rain,0,0,24.2,14,308.7,1010.8,72.9,9.5,265.2,23,10,10,2023-03-18T07:26:44,2023-03-18T19:30:01,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-19,44.5,32.2,39,39.1,24.6,33.3,14.3,36.7,0,0,0,,0,0,21.4,12.1,326.3,1020.6,22.9,9.9,277.9,24,10,10,2023-03-19T07:25:18,2023-03-19T19:30:53,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-20,50.6,26.9,38,50.6,19.9,35,12,36.1,0,0,0,,0,0,17.2,9.1,8,1026.8,16.9,9.9,277.8,24,10,10,2023-03-20T07:23:52,2023-03-20T19:31:44,0.96,Clear,Clear conditions throughout the day.,clear-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-21,61.9,30.9,45.4,61.9,30.9,45.2,18.6,39.1,0,0,0,,0,0,9.2,8.2,194.3,1029.1,38.3,9.9,269.4,23.2,9,10,2023-03-21T07:22:25,2023-03-21T19:32:35,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-22,52.8,47.2,49.5,52.8,44.8,48.3,35.3,60.6,0.036,100,20.83,rain,0,0,13.9,8.3,228,1027.4,97.9,9.3,86.3,7.4,3,10,2023-03-22T07:20:58,2023-03-22T19:33:26,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72207953888,E8956,D2048,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-23,78.3,49.1,62.6,78.3,45.4,62,51.5,71.4,0,0,0,,0,0,25.4,16.6,225.1,1020.1,77.1,7.6,210.6,18.1,9,10,2023-03-23T07:19:32,2023-03-23T19:34:17,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-24,83.3,57.6,70.7,82.5,57.6,70.5,52.5,54.2,0,0,0,,0,0,27.2,18.2,222.7,1012.5,43.7,9.9,242.5,21.1,9,10,2023-03-24T07:18:05,2023-03-24T19:35:07,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO,0783W"
"High Point, NC",2023-03-25,75.7,56.9,65.4,75.7,56.9,65.4,54.2,70.3,0.181,100,20.83,rain,0,0,32.2,18.9,201.7,1008.5,61.6,9.3,142.7,12.4,9,10,2023-03-25T07:16:38,2023-03-25T19:35:58,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"E5962,72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO,0783W"
"High Point, NC",2023-03-26,65.2,53.4,59.4,65.2,53.4,59.4,48.6,68.7,0.03,100,8.33,rain,0,0,16.1,8.6,174.5,1014.4,48.9,9.8,102.4,8.9,6,10,2023-03-26T07:15:12,2023-03-26T19:36:48,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-27,75.8,54.2,64.8,75.8,54.2,64.8,57.4,78.9,0.165,100,25,rain,0,0,20.8,9.9,240.7,1012.3,75,9.1,155.4,13.5,8,10,2023-03-27T07:13:45,2023-03-27T19:37:39,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-28,66.2,48.6,57,66.2,45.5,56.8,41.6,58.5,0.181,100,12.5,rain,0,0,19.5,11.8,29.5,1017,63.5,9.5,192.1,16.6,8,10,2023-03-28T07:12:19,2023-03-28T19:38:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-29,59,41.2,49.8,59,36.2,47.7,35.9,61.9,0.003,100,12.5,rain,0,0,24.2,8.6,3.1,1021.2,46.7,9.9,284.9,24.8,10,10,2023-03-29T07:10:52,2023-03-29T19:39:19,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-30,65.6,39.4,53.4,65.6,36.9,52.9,29.1,44.4,0,0,0,,0,0,11.4,9.7,273.4,1024.3,10.3,9.9,290,25.1,10,10,2023-03-30T07:09:26,2023-03-30T19:40:10,0.29,Clear,Clear conditions throughout the day.,clear-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-03-31,62.6,49.1,56,62.6,46.7,55.9,46.3,70.7,0.01,100,8.33,rain,0,0,26.2,15.8,211.2,1022.7,70.7,9.8,88,7.7,4,10,2023-03-31T07:08:00,2023-03-31T19:41:00,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-01,75.7,58.2,67.6,75.7,58.2,67.6,52.4,63.9,0.305,100,20.83,rain,0,0,37.9,21,227.8,1007.7,69.5,9.3,143,12.4,8,10,2023-04-01T07:06:35,2023-04-01T19:41:50,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-02,63.5,43.3,54.1,63.5,39.9,53,31.7,43.2,0,0,0,,0,0,29.9,13,339.2,1015.4,6.1,9.9,298.8,25.6,10,10,2023-04-02T07:05:09,2023-04-02T19:42:40,0.39,Clear,Clear conditions throughout the day.,clear-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO,0783W"
"High Point, NC",2023-04-03,69.7,42.6,56.1,69.7,42.1,56,45.2,68.4,0,0,0,,0,0,24.2,13.8,203.1,1017.7,64.5,9.9,149,12.9,6,10,2023-04-03T07:03:44,2023-04-03T19:43:30,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO,0783W"
"High Point, NC",2023-04-04,80.4,55.4,66.9,80.8,55.4,66.9,55,67.5,0,0,0,,0,0,17.2,8.6,218.4,1016.7,59.1,9.9,275.5,23.7,10,10,2023-04-04T07:02:19,2023-04-04T19:44:21,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO,0783W"
"High Point, NC",2023-04-05,83.3,60.9,72.2,84.3,60.9,72.3,61.4,71.6,0,0,0,,0,0,23.2,14.9,210,1019.3,56.7,9.2,189.7,16.3,8,30,2023-04-05T07:00:54,2023-04-05T19:45:11,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,0583W,KGSO"
"High Point, NC",2023-04-06,82.1,65.9,72,84,65.9,72.3,64.1,77.8,0.765,100,12.5,rain,0,0,21.9,12.7,205.5,1021.1,73.7,9.4,189.6,16.3,7,30,2023-04-06T06:59:30,2023-04-06T19:46:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E5962,72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-07,66.2,43.3,52,66.2,36.4,48.8,49.2,90,1.38,100,66.67,rain,0,0,33.8,20.1,42.6,1025.9,99,7,21.3,1.8,1,10,2023-04-07T06:58:06,2023-04-07T19:46:51,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-08,45,39.9,42.5,39.6,32.2,37.3,39.1,87.5,0.564,100,79.17,rain,0,0,25.3,15.8,41.5,1028.5,100,8.4,32.7,2.8,1,10,2023-04-08T06:56:43,2023-04-08T19:47:41,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E5962,72207953888,E8956,D2048,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-09,59.4,36.8,47.7,59.4,30.5,44.5,30.6,57.2,0.014,100,4.17,rain,0,0,26,15.3,42.6,1028.7,32,9.9,322.6,27.9,10,10,2023-04-09T06:55:20,2023-04-09T19:48:31,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO,0783W"
"High Point, NC",2023-04-10,62.4,36.3,50.1,62.4,32.3,48.6,28.4,46.8,0,0,0,,0,0,18.3,13,52.6,1030.4,29.7,9.9,316.8,27.3,10,10,2023-04-10T06:53:57,2023-04-10T19:49:22,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5962,72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-11,72.6,38.4,56.3,72.6,38.4,56.3,33.1,47.3,0,0,0,,0,0,9.2,9,231.9,1025.8,4.4,9.8,281.7,24.3,10,10,2023-04-11T06:52:35,2023-04-11T19:50:12,0.7,Clear,Clear conditions throughout the day.,clear-day,"E5962,72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-12,77.7,46,63.9,77.7,45.1,63.7,36.2,38.9,0,0,0,,0,0,10.3,10.5,257.6,1019.8,26.5,9.9,276.6,24,10,10,2023-04-12T06:51:14,2023-04-12T19:51:02,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5962,72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO,0783W"
"High Point, NC",2023-04-13,79.6,47.8,64.8,79.6,45.7,64.6,42.3,47.2,0,0,0,,0,0,10.7,10.3,211.6,1016.4,24.7,9.9,299.7,25.9,10,10,2023-04-13T06:49:53,2023-04-13T19:51:53,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5962,72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-14,73.3,58.7,64,73.3,58.7,64,58.9,84.4,0.642,100,70.83,rain,0,0,11.9,7.6,138.6,1013.3,96,7.8,146.9,12.7,9,30,2023-04-14T06:48:33,2023-04-14T19:52:43,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-15,75.2,58.5,65.8,75.2,58.5,65.8,56.4,74.6,0.004,100,12.5,rain,0,0,18.3,9.5,239.3,1012.7,64.2,9.1,227,19.6,8,10,2023-04-15T06:47:13,2023-04-15T19:53:34,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E5962,72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-16,73.6,54.2,64.7,73.6,54.2,64.7,57,76.5,0,0,0,,0,0,29.8,12.3,227.2,1010,58.5,9.9,114.1,9.9,4,10,2023-04-16T06:45:54,2023-04-16T19:54:24,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-17,67.9,47.6,59.5,67.9,46.5,59.4,34.5,40.7,0,0,0,,0,0,28.7,15.5,264.7,1008.3,32.5,9.9,319.7,27.8,10,10,2023-04-17T06:44:36,2023-04-17T19:55:15,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-18,77.5,43,61.5,77.5,41,61,31.7,34.2,0,0,0,,0,0,25.6,13.8,267.9,1012.7,9.2,9.9,326.3,28.3,10,10,2023-04-18T06:43:18,2023-04-18T19:56:05,0.95,Clear,Clear conditions throughout the day.,clear-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-19,81.8,50.4,67.2,79.9,50.4,66.9,44,47.7,0,0,0,,0,0,21.4,12.2,243.2,1017.8,13.6,9.9,317.8,27.7,10,10,2023-04-19T06:42:01,2023-04-19T19:56:56,0.98,Clear,Clear conditions throughout the day.,clear-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-20,83.5,53.7,69.1,81.4,53.7,68.7,48.5,51.7,0,0,0,,0,0,18.3,12.3,227,1020.6,35.4,9.9,305.8,26.7,10,10,2023-04-20T06:40:45,2023-04-20T19:57:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-21,80.4,57.6,69.6,79.4,57.6,69.5,49.7,51.3,0,0,0,,0,0,24.3,15.1,208.6,1016.6,29.6,9.9,315.5,27.2,10,10,2023-04-21T06:39:30,2023-04-21T19:58:38,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-22,68,53.8,61.5,68,53.8,61.5,53.3,75.1,0.207,100,29.17,rain,0,0,31.1,15.4,219.7,1009.8,70.1,9.5,156.4,13.4,7,10,2023-04-22T06:38:15,2023-04-22T19:59:28,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-23,68.5,43.4,56.8,68.5,43.4,56.6,40.1,57.1,0.008,100,4.17,rain,0,0,21.9,12.5,267.6,1014.5,43.7,9.9,302.8,26.3,10,10,2023-04-23T06:37:02,2023-04-23T20:00:19,0.11,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-24,63.3,45.1,53.8,63.3,41.2,52.9,32.1,45.2,0,0,0,,0,0,18.3,9.9,348.1,1018.2,33.1,9.9,338.2,29.3,10,10,2023-04-24T06:35:49,2023-04-24T20:01:10,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-25,63.1,42.8,53.3,63.1,39.2,52.1,35.5,51.7,0,0,0,,0,0,21.9,11.2,41.3,1020.4,45.3,9.9,290.1,25.1,10,10,2023-04-25T06:34:37,2023-04-25T20:02:01,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-26,64.9,44.6,55.9,64.9,42.6,55.9,45.2,69.3,0,0,0,,0,0,10.3,7.8,226,1020.5,73.6,9.6,181,15.7,7,10,2023-04-26T06:33:26,2023-04-26T20:02:52,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-27,59.3,54,57,59.3,54,57,53.8,89.2,0.552,100,45.83,rain,0,0,19.5,13.3,93.6,1017.7,99.4,8.1,49,4.1,1,10,2023-04-27T06:32:16,2023-04-27T20:03:43,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO,0783W"
"High Point, NC",2023-04-28,72.1,57.6,62.5,72.1,57.6,62.5,58.4,87.3,1.702,100,54.17,rain,0,0,42.5,14.3,73.2,1008,94,8,226.9,19.7,9,30,2023-04-28T06:31:07,2023-04-28T20:04:34,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E5962,72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-29,72.1,53,61.8,72.1,53,61.8,57.3,86.2,0,0,0,,0,0,23,8.5,101.7,1008,85.7,8.2,241.6,21.1,10,10,2023-04-29T06:29:59,2023-04-29T20:05:25,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-04-30,69.6,56.8,63.1,69.6,56.8,63.1,54.8,76.7,0.518,100,45.83,rain,0,0,34.4,17.8,305,996.2,87.8,9.3,144.4,12.5,5,10,2023-04-30T06:28:52,2023-04-30T20:06:16,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-01,62,44.5,54.2,62,40.1,53.1,35.4,50.2,0,0,0,rain,0,0,33.3,17.7,241.7,1000.7,50.8,9.9,202.1,17.6,9,10,2023-05-01T06:27:46,2023-05-01T20:07:07,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-02,67.1,46,57.2,67.1,43.8,56.7,32.2,41.8,0,0,0,,0,0,34.9,21.7,266.8,1001.7,34,9.9,324.1,27.9,10,10,2023-05-02T06:26:42,2023-05-02T20:07:57,0.4,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-03,61.5,44.9,53.7,61.5,41.5,53,32.2,44.8,0,0,0,,0,0,34,18.9,297.4,1005.1,47.7,9.9,255.3,22,10,10,2023-05-03T06:25:38,2023-05-03T20:08:48,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-04,67.8,41.7,55.2,67.8,39.2,54.3,36.6,51.8,0,0,0,,0,0,17.2,10.9,333,1014.2,30.4,9.9,358.9,31,10,10,2023-05-04T06:24:36,2023-05-04T20:09:39,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-05,70.6,45.2,59.4,70.6,45.2,59.4,41.4,53.6,0,0,0,,0,0,10.3,8.4,63.2,1021.1,45.9,9.9,326.3,28.1,10,10,2023-05-05T06:23:34,2023-05-05T20:10:30,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-06,76.1,49.7,63.7,76.1,49.7,63.7,48.4,60.2,0,0,0,,0,0,9.2,8.5,242.3,1022.9,38.5,9.9,317.1,27.3,10,10,2023-05-06T06:22:34,2023-05-06T20:11:20,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-07,77.3,56.9,67.4,77.3,56.9,67.4,57.2,70.9,0,0,0,,0,0,26.6,14.5,235.3,1018.5,49.8,9.9,277.8,24.1,10,30,2023-05-07T06:21:36,2023-05-07T20:12:10,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-08,80.1,63.6,71.4,80.6,63.6,71.4,59.8,68.4,0,0,0,,0,0,12.8,9.8,255.9,1013,68.2,9.9,203.8,17.6,9,10,2023-05-08T06:20:38,2023-05-08T20:13:01,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-09,82.6,63.2,72.9,82.3,63.2,72.9,58.2,61.9,0,0,0,,0,0,29,17.1,310.9,1012.5,56.4,9.9,275.8,23.9,10,30,2023-05-09T06:19:42,2023-05-09T20:13:51,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-10,75.9,55.3,65.2,75.9,55.3,65.2,50.3,62.7,0,0,0,,0,0,21.9,10.5,69.4,1020,32,9.9,342.8,29.6,10,10,2023-05-10T06:18:47,2023-05-10T20:14:40,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-11,79.3,54.4,67.1,79.3,54.4,67.1,53.1,62.4,0,0,0,,0,0,18.3,11.1,221,1021.5,47.3,9.9,321.2,27.6,10,10,2023-05-11T06:17:53,2023-05-11T20:15:30,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-12,80.9,61.4,71,81.8,61.4,71.1,60.3,70.6,0,0,0,,0,0,19.7,12.8,217.9,1020.6,60.3,9.9,281.9,24.2,10,10,2023-05-12T06:17:01,2023-05-12T20:16:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-13,80.8,65.4,72.4,82.6,65.4,72.7,62.2,71.2,0.717,100,16.67,rain,0,0,28,14,221.2,1018.5,84.6,9.5,169.5,14.8,7,30,2023-05-13T06:16:10,2023-05-13T20:17:09,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-14,77,63.5,69.5,77,63.5,69.5,61,76.5,0,0,0,,0,0,19.7,10.8,49.1,1020.5,81.4,9.3,191.6,16.6,9,10,2023-05-14T06:15:21,2023-05-14T20:17:57,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
"High Point, NC",2023-05-15,74.3,62.9,67.5,74.3,62.9,67.5,53.8,62.6,0,0,0,,0,0,20.8,8.8,117.7,1023,90.8,9.9,200.8,17.5,10,10,2023-05-15T06:14:33,2023-05-15T20:18:46,0.86,Overcast,Cloudy skies throughout the day.,cloudy,"72207953888,E8956,72317013723,KINT,72319393807,KEXX,KGSO"
